,block,block_group,census_tract,american_indian_and_alaska_native,asian,black_or_african_american,hispanic_or_latino,native_hawaiian_and_other_pacific_islander,one_race_total,some_other_race,total_population,total_population_not_hispanic_or_latino,two_or_more_races,white
3505,1010,1,025600,0,200,4,165,0,368,82,402,237,34,82
3506,1011,1,025600,4,108,4,85,0,223,42,233,148,10,65
3507,1012,1,025600,0,0,0,0,0,0,0,0,0,0,0
3508,1013,1,025600,9,21,0,27,0,52,15,53,26,1,7
3509,1014,1,025600,0,0,0,0,0,0,0,0,0,0,0
3510,1015,1,025600,0,0,0,0,0,0,0,0,0,0,0
3511,1016,1,025600,0,10,1,31,0,41,30,41,10,0,0
3512,2000,2,025600,0,62,4,9,0,83,0,83,74,0,17
3513,2001,2,025600,0,28,0,4,0,34,2,34,30,0,4
3514,2002,2,025600,0,96,8,18,0,124,6,125,107,1,14
3515,2003,2,025600,0,0,0,0,0,0,0,0,0,0,0
3516,2004,2,025600,1,120,4,5,0,145,2,154,149,9,18
3517,2005,2,025600,2,70,0,23,0,117,14,121,98,4,31
3518,2006,2,025600,0,106,5,16,0,143,0,147,131,4,32
3519,2007,2,025600,0,101,7,5,4,117,0,117,112,0,5
3520,2008,2,025600,0,113,7,12,7,146,11,148,136,2,8
3521,2009,2,025600,0,75,0,11,0,94,6,95,84,1,13
3522,2010,2,025600,0,55,3,32,0,102,18,110,78,8,26
3523,3000,3,025600,0,68,9,27,0,112,8,116,89,4,27
3524,3001,3,025600,7,61,8,34,0,120,11,122,88,2,33
3525,3002,3,025600,0,47,3,31,2,90,19,103,72,13,19
3526,3003,3,025600,0,40,8,50,0,114,36,129,79,15,30
3527,3004,3,025600,2,38,2,20,0,95,4,98,78,3,49
3528,3005,3,025600,0,72,2,21,0,122,14,133,112,11,34
3529,3006,3,025600,2,71,0,25,0,115,4,121,96,6,38
3530,3007,3,025600,1,51,1,31,0,117,21,120,89,3,43
3531,3008,3,025600,1,52,10,17,0,101,14,104,87,3,24
3532,4000,4,025600,5,170,16,167,0,395,104,423,256,28,100
3533,4001,4,025600,0,95,4,88,0,222,65,228,140,6,58
3534,4002,4,025600,0,85,7,36,1,160,18,179,143,19,49
3535,4003,4,025600,1,150,7,54,0,227,31,238,184,11,38
3536,4004,4,025600,0,18,0,12,0,34,9,36,24,2,7
3537,4005,4,025600,0,0,0,0,0,0,0,0,0,0,0
3538,4006,4,025600,6,125,1,112,0,239,77,257,145,18,30
3539,4007,4,025600,0,0,0,0,0,0,0,0,0,0,0
3540,4008,4,025600,2,117,7,72,1,220,40,236,164,16,53
3541,4009,4,025600,0,0,0,0,0,0,0,0,0,0,0
3542,4010,4,025600,0,48,0,28,0,84,11,89,61,5,25
3543,4011,4,025600,0,34,0,4,0,48,0,48,44,0,14
3544,4012,4,025600,0,51,2,34,0,107,4,107,73,0,50
3545,1000,1,025701,0,326,9,146,19,543,60,558,412,15,129
3546,1001,1,025701,0,0,0,0,0,0,0,0,0,0,0
3547,1002,1,025701,0,0,0,0,0,0,0,0,0,0,0
3548,1003,1,025701,0,46,1,14,0,79,9,85,71,6,23
3549,1004,1,025701,0,36,0,22,0,77,9,79,57,2,32
3550,1005,1,025701,0,54,6,9,0,83,5,83,74,0,18
3551,1006,1,025701,1,89,6,17,12,138,11,140,123,2,19
3552,1007,1,025701,0,60,7,19,0,105,4,109,90,4,34
3553,1008,1,025701,0,122,3,38,1,194,6,214,176,20,62
3554,1009,1,025701,0,0,0,0,0,0,0,0,0,0,0
3555,2000,2,025701,0,0,0,0,0,0,0,0,0,0,0
3556,2001,2,025701,0,0,0,0,0,0,0,0,0,0,0
3557,2002,2,025701,0,0,1,0,0,1,0,1,1,0,0
3558,2003,2,025701,0,0,0,0,0,0,0,0,0,0,0
3559,2004,2,025701,0,0,0,0,0,0,0,0,0,0,0
3560,2005,2,025701,0,0,0,0,0,0,0,0,0,0,0
3561,2006,2,025701,0,0,0,0,0,0,0,0,0,0,0
3562,2007,2,025701,0,0,0,0,0,0,0,0,0,0,0
3563,2008,2,025701,0,0,0,0,0,0,0,0,0,0,0
3564,2009,2,025701,0,0,0,0,0,0,0,0,0,0,0
3565,2010,2,025701,0,0,0,0,0,0,0,0,0,0,0
3566,2011,2,025701,0,0,0,0,0,0,0,0,0,0,0
3567,2012,2,025701,0,0,0,0,0,0,0,0,0,0,0
3568,2013,2,025701,0,0,0,0,0,0,0,0,0,0,0
3569,2014,2,025701,0,0,0,0,0,0,0,0,0,0,0
3570,2015,2,025701,0,0,0,0,0,0,0,0,0,0,0
3571,2016,2,025701,0,0,0,0,0,0,0,0,0,0,0
3572,2017,2,025701,0,0,0,0,0,0,0,0,0,0,0
3573,2018,2,025701,0,0,0,0,0,0,0,0,0,0,0
3574,2019,2,025701,0,0,0,0,0,0,0,0,0,0,0
3575,2020,2,025701,0,0,0,0,0,0,0,0,0,0,0
3576,2021,2,025701,0,0,0,0,0,0,0,0,0,0,0
3577,2022,2,025701,0,0,0,0,0,0,0,0,0,0,0
3578,2023,2,025701,0,0,0,0,0,0,0,0,0,0,0
3579,2024,2,025701,0,0,0,0,0,0,0,0,0,0,0
3580,2025,2,025701,0,0,0,0,0,0,0,0,0,0,0
3581,2026,2,025701,0,0,0,0,0,0,0,0,0,0,0
3582,2027,2,025701,0,0,0,0,0,0,0,0,0,0,0
3583,2028,2,025701,0,0,0,0,0,0,0,0,0,0,0
3584,2029,2,025701,0,0,0,0,0,0,0,0,0,0,0
3585,2030,2,025701,0,0,0,0,0,0,0,0,0,0,0
3586,2031,2,025701,0,19,13,20,0,60,18,60,40,0,10
3587,2032,2,025701,0,163,11,39,0,218,23,218,179,0,21
3588,2033,2,025701,0,0,0,0,0,0,0,0,0,0,0
3589,2034,2,025701,0,0,0,0,0,0,0,0,0,0,0
3590,2035,2,025701,0,0,0,0,0,0,0,0,0,0,0
3591,2036,2,025701,0,46,0,43,0,95,22,95,52,0,27
3592,2037,2,025701,0,121,10,62,0,195,25,208,146,13,39
3593,2038,2,025701,0,152,12,59,0,240,42,243,184,3,34
3594,2039,2,025701,5,67,4,28,0,108,22,117,89,9,10
3595,2040,2,025701,0,30,0,2,0,32,2,32,30,0,0
3596,2041,2,025701,4,140,4,32,0,188,14,191,159,3,26
3597,2042,2,025701,0,113,4,17,0,147,12,150,133,3,18
3598,2043,2,025701,0,104,0,15,0,138,0,139,124,1,34
3599,2044,2,025701,0,65,6,41,0,128,32,131,90,3,25
3600,2045,2,025701,0,71,7,23,0,122,12,122,99,0,32
3601,2046,2,025701,0,96,6,18,1,149,1,157,139,8,45
3602,2047,2,025701,2,128,7,68,1,225,35,237,169,12,52
3603,2048,2,025701,0,0,0,0,0,0,0,0,0,0,0
3604,2049,2,025701,0,0,0,0,0,0,0,0,0,0,0
3605,2050,2,025701,0,0,0,0,0,0,0,0,0,0,0
3606,3000,3,025701,0,45,0,13,0,67,8,67,54,0,14
3607,3001,3,025701,2,80,6,46,0,145,20,147,101,2,37
3608,3002,3,025701,0,77,0,24,0,119,14,121,97,2,28
3609,3003,3,025701,0,83,4,29,0,124,6,129,100,5,31
3610,3004,3,025701,0,58,0,22,0,95,11,96,74,1,26
3611,3005,3,025701,0,31,0,15,0,58,3,60,45,2,24
3612,3006,3,025701,0,37,4,17,0,69,17,69,52,0,11
3613,3007,3,025701,0,91,15,26,0,132,9,135,109,3,17
3614,3008,3,025701,0,120,4,20,0,164,8,164,144,0,32
3615,3009,3,025701,0,47,6,22,0,93,8,100,78,7,32
3616,3010,3,025701,0,77,7,40,0,147,21,149,109,2,42
3617,3011,3,025701,0,0,0,0,0,0,0,0,0,0,0
3618,3012,3,025701,0,95,8,67,0,171,31,182,115,11,37
3619,1000,1,025702,0,1,0,0,0,1,0,1,1,0,0
3620,1001,1,025702,0,0,0,0,0,0,0,0,0,0,0
3621,1002,1,025702,0,42,6,42,0,91,27,94,52,3,16
3622,1003,1,025702,0,117,13,77,0,223,44,241,164,18,49
3623,1004,1,025702,1,158,3,38,0,205,24,210,172,5,19
3624,1005,1,025702,4,104,0,38,0,159,24,160,122,1,27
3625,1006,1,025702,0,108,8,47,1,171,29,175,128,4,25
3626,1007,1,025702,0,93,5,39,3,164,31,164,125,0,32
3627,1008,1,025702,0,119,13,30,0,168,24,170,140,2,12
3628,1009,1,025702,0,42,9,32,0,84,25,86,54,2,8
3629,1010,1,025702,0,0,0,0,0,0,0,0,0,0,0
3630,1011,1,025702,0,0,0,0,0,0,0,0,0,0,0
3631,1012,1,025702,0,0,0,0,0,0,0,0,0,0,0
3632,1013,1,025702,0,0,0,0,0,0,0,0,0,0,0
3633,1014,1,025702,0,54,3,47,0,108,32,111,64,3,19
3634,2000,2,025702,0,0,1,0,0,1,0,1,1,0,0
3635,2001,2,025702,0,0,0,0,0,0,0,0,0,0,0
3636,2002,2,025702,0,0,0,0,0,0,0,0,0,0,0
3637,2003,2,025702,0,0,0,0,0,0,0,0,0,0,0
3638,2004,2,025702,0,0,0,0,0,0,0,0,0,0,0
3639,2005,2,025702,0,0,0,0,0,0,0,0,0,0,0
3640,2006,2,025702,0,0,0,0,0,0,0,0,0,0,0
3641,2007,2,025702,0,0,0,0,0,0,0,0,0,0,0
3642,2008,2,025702,0,0,1,0,0,1,0,1,1,0,0
3643,2009,2,025702,0,0,0,0,0,0,0,0,0,0,0
3644,2010,2,025702,5,0,3,23,0,32,10,36,13,4,14
3645,2011,2,025702,0,0,0,0,0,0,0,0,0,0,0
3646,2012,2,025702,5,104,2,53,0,164,20,166,113,2,33
3647,2013,2,025702,0,61,6,27,0,95,6,96,69,1,22
3648,2014,2,025702,0,136,0,99,0,240,69,245,146,5,35
3649,2015,2,025702,0,144,3,58,0,208,37,208,150,0,24
3650,2016,2,025702,0,97,3,28,1,139,18,147,119,8,20
3651,2017,2,025702,0,148,0,29,0,199,14,204,175,5,37
3652,2018,2,025702,0,119,8,26,0,159,6,174,148,15,26
3653,2019,2,025702,0,129,0,41,2,178,19,183,142,5,28
3654,2020,2,025702,0,23,6,75,0,120,45,128,53,8,46
3655,2021,2,025702,0,78,2,19,0,106,13,106,87,0,13
3656,2022,2,025702,0,0,0,0,0,0,0,0,0,0,0
3657,2023,2,025702,0,117,5,28,0,164,14,165,137,1,28
3658,2024,2,025702,0,0,0,0,0,0,0,0,0,0,0
3659,3000,3,025702,0,77,0,18,0,133,9,133,115,0,47
3660,3001,3,025702,0,79,0,38,1,136,22,139,101,3,34
3661,3002,3,025702,0,104,0,40,0,154,19,158,118,4,31
3662,3003,3,025702,0,43,2,6,0,66,2,73,67,7,19
3663,3004,3,025702,0,105,0,34,1,160,19,161,127,1,35
3664,3005,3,025702,0,0,0,0,0,0,0,0,0,0,0
3665,3006,3,025702,0,62,0,32,0,97,15,101,69,4,20
3666,3007,3,025702,0,50,0,5,0,63,4,63,58,0,9
3667,3008,3,025702,2,87,0,25,0,118,2,130,105,12,27
3668,3009,3,025702,0,60,5,14,3,110,1,110,96,0,41
3669,3010,3,025702,0,91,0,11,0,124,8,127,116,3,25
3670,3011,3,025702,0,159,0,26,1,195,10,198,172,3,25
3671,1000,1,025800,3,94,9,47,0,166,15,174,127,8,45
3672,1001,1,025800,0,131,2,22,1,165,10,167,145,2,21
3673,1002,1,025800,0,87,6,33,0,145,9,151,118,6,43
3674,1003,1,025800,0,63,15,23,0,125,12,134,111,9,35
3675,1004,1,025800,0,64,6,38,0,124,27,132,94,8,27
3676,1005,1,025800,0,115,5,46,2,179,32,182,136,3,25
3677,1006,1,025800,0,62,17,31,0,110,11,117,86,7,20
3678,1007,1,025800,0,83,8,16,0,115,13,118,102,3,11
3679,2000,2,025800,0,0,0,0,0,0,0,0,0,0,0
3680,2001,2,025800,0,0,0,0,0,0,0,0,0,0,0
3681,2002,2,025800,1,47,0,19,0,72,13,84,65,12,11
3682,2003,2,025800,0,0,0,0,0,0,0,0,0,0,0
3683,2004,2,025800,0,0,0,0,0,0,0,0,0,0,0
3684,2005,2,025800,0,0,0,0,0,0,0,0,0,0,0
3685,2006,2,025800,0,0,0,0,0,0,0,0,0,0,0
3686,2007,2,025800,0,0,0,0,0,0,0,0,0,0,0
3687,2008,2,025800,0,0,5,0,0,5,0,5,5,0,0
3688,2009,2,025800,0,0,0,0,0,0,0,0,0,0,0
3689,2010,2,025800,0,0,0,0,0,0,0,0,0,0,0
3690,2011,2,025800,0,0,0,0,0,0,0,0,0,0,0
3691,2012,2,025800,0,0,0,0,0,0,0,0,0,0,0
3692,2013,2,025800,0,0,0,0,0,0,0,0,0,0,0
3693,2014,2,025800,0,0,0,0,0,0,0,0,0,0,0
3694,2015,2,025800,0,0,0,0,0,0,0,0,0,0,0
3695,2016,2,025800,0,0,0,0,0,0,0,0,0,0,0
3696,2017,2,025800,0,0,0,0,0,0,0,0,0,0,0
3697,2018,2,025800,0,0,0,0,0,0,0,0,0,0,0
3698,2019,2,025800,0,0,0,0,0,0,0,0,0,0,0
3699,2020,2,025800,0,0,0,0,0,0,0,0,0,0,0
3700,2021,2,025800,0,0,0,0,0,0,0,0,0,0,0
3701,2022,2,025800,0,0,0,0,0,0,0,0,0,0,0
3702,2023,2,025800,0,0,0,0,0,0,0,0,0,0,0
3703,2024,2,025800,0,0,0,0,0,0,0,0,0,0,0
3704,2025,2,025800,0,0,0,0,0,0,0,0,0,0,0
3705,2026,2,025800,0,0,0,0,0,0,0,0,0,0,0
3706,2027,2,025800,0,0,0,0,0,0,0,0,0,0,0
3707,2028,2,025800,1,160,23,35,0,228,22,233,198,5,22
3708,2029,2,025800,0,0,0,0,0,0,0,0,0,0,0
3709,2030,2,025800,1,57,7,26,0,115,19,123,97,8,31
3710,2031,2,025800,0,36,15,28,0,94,13,95,67,1,30
3711,2032,2,025800,0,0,0,0,0,0,0,0,0,0,0
3712,2033,2,025800,0,64,19,14,0,105,14,106,92,1,8
3713,2034,2,025800,1,51,23,49,0,135,31,139,90,4,29
3714,1000,1,025900,1,78,5,15,0,115,0,116,101,1,31
3715,1001,1,025900,2,51,57,45,0,165,9,180,135,15,46
3716,1002,1,025900,0,70,5,12,0,106,0,110,98,4,31
3717,1003,1,025900,0,7,0,22,0,60,13,64,42,4,40
3718,1004,1,025900,1,229,30,56,0,447,31,469,413,22,156
3719,1005,1,025900,0,52,0,35,1,106,17,119,84,13,36
3720,1006,1,025900,0,0,0,0,0,0,0,0,0,0,0
3721,1007,1,025900,0,87,0,14,0,126,13,130,116,4,26
3722,1008,1,025900,0,0,0,0,0,0,0,0,0,0,0
3723,1009,1,025900,0,46,0,24,0,82,4,99,75,17,32
3724,1010,1,025900,0,60,2,6,3,99,3,102,96,3,31
3725,1011,1,025900,0,49,2,26,0,114,18,119,93,5,45
3726,1012,1,025900,7,189,10,46,5,282,22,297,251,15,49
3727,1013,1,025900,0,84,3,18,0,127,8,130,112,3,32
3728,1014,1,025900,0,37,7,7,0,78,0,78,71,0,34
3729,2000,2,025900,0,117,25,29,0,181,8,200,171,19,31
3730,2001,2,025900,0,20,0,3,4,33,0,33,30,0,9
3731,2002,2,025900,2,59,9,25,0,100,10,101,76,1,20
3732,2003,2,025900,0,61,17,23,0,117,11,122,99,5,28
3733,2004,2,025900,0,49,12,30,0,104,8,108,78,4,35
3734,2005,2,025900,0,84,6,13,0,118,7,119,106,1,21
3735,2006,2,025900,4,97,7,23,0,152,8,152,129,0,36
3736,2007,2,025900,0,24,21,14,0,80,6,86,72,6,29
3737,2008,2,025900,2,140,39,71,1,261,56,274,203,13,23
3738,2009,2,025900,0,45,21,30,0,116,22,126,96,10,28
3739,2010,2,025900,1,46,19,13,5,107,9,107,94,0,27
3740,2011,2,025900,0,12,26,28,0,94,18,106,78,12,38
3741,2012,2,025900,0,25,11,27,0,80,19,93,66,13,25
3742,2013,2,025900,0,45,15,11,0,81,5,96,85,15,16
3743,3000,3,025900,0,0,0,0,0,0,0,0,0,0,0
3744,3001,3,025900,0,36,14,18,0,83,18,84,66,1,15
3745,3002,3,025900,0,73,11,33,0,128,26,130,97,2,18
3746,3003,3,025900,0,0,0,0,0,0,0,0,0,0,0
3747,3004,3,025900,0,64,9,22,0,102,18,106,84,4,11
3748,3005,3,025900,0,0,0,0,0,0,0,0,0,0,0
3749,3006,3,025900,0,14,5,4,0,29,4,29,25,0,6
3750,3007,3,025900,0,29,21,17,0,70,7,73,56,3,13
3751,3008,3,025900,0,20,27,37,0,100,36,103,66,3,17
3752,1000,1,026001,0,37,1,28,0,78,5,84,56,6,35
3753,1001,1,026001,5,108,3,79,0,212,33,220,141,8,63
3754,1002,1,026001,0,38,0,29,0,79,29,83,54,4,12
3755,1003,1,026001,1,76,0,161,0,251,75,271,110,20,99
3756,1004,1,026001,10,72,11,129,0,232,60,239,110,7,79
3757,1005,1,026001,0,143,7,92,0,261,52,267,175,6,59
3758,1006,1,026001,4,63,12,164,1,269,69,282,118,13,120
3759,1007,1,026001,1,49,3,160,0,234,80,255,95,21,101
3760,1008,1,026001,1,87,7,148,0,267,78,276,128,9,94
3761,1009,1,026001,2,99,2,96,1,213,57,222,126,9,52
3762,1010,1,026001,3,88,4,122,0,226,37,238,116,12,94
3763,1011,1,026001,1,100,9,72,0,191,31,195,123,4,50
3764,1012,1,026001,0,152,0,115,6,269,72,278,163,9,39
3765,2000,2,026001,0,57,0,119,0,181,73,197,78,16,51
3766,2001,2,026001,1,69,11,113,0,218,66,232,119,14,71
3767,2002,2,026001,0,113,0,91,1,229,65,243,152,14,50
3768,2003,2,026001,1,134,10,135,0,295,94,302,167,7,56
3769,2004,2,026001,0,76,5,150,0,252,101,259,109,7,70
3770,2005,2,026001,1,96,0,114,0,241,48,256,142,15,96
3771,2006,2,026001,0,114,10,83,1,231,36,247,164,16,70
3772,2007,2,026001,0,39,3,50,0,104,9,112,62,8,53
3773,2008,2,026001,6,96,1,170,0,282,77,307,137,25,102
3774,2009,2,026001,1,116,5,102,0,236,69,248,146,12,45
3775,2010,2,026001,2,104,10,165,9,287,93,308,143,21,69
3776,2011,2,026001,5,64,5,127,2,219,47,242,115,23,96
3777,1000,1,026002,2,89,14,92,0,217,45,229,137,12,67
3778,1001,1,026002,1,61,6,80,13,182,51,190,110,8,50
3779,1002,1,026002,0,30,6,93,0,133,44,140,47,7,53
3780,1003,1,026002,0,24,1,23,0,54,6,60,37,6,23
3781,1004,1,026002,0,1,0,4,2,390,0,391,387,1,387
3782,1005,1,026002,0,104,2,101,0,238,67,248,147,10,65
3783,1006,1,026002,1,99,1,83,0,207,41,218,135,11,65
3784,1007,1,026002,0,36,3,120,0,174,81,183,63,9,54
3785,1008,1,026002,2,52,9,33,0,118,7,130,97,12,48
3786,2000,2,026002,0,120,12,64,1,228,28,234,170,6,67
3787,2001,2,026002,4,69,21,52,1,188,16,208,156,20,77
3788,2002,2,026002,0,18,0,2,0,22,0,24,22,2,4
3789,2003,2,026002,0,78,10,33,0,142,20,142,109,0,34
3790,2004,2,026002,1,127,12,148,1,335,53,345,197,10,141
3791,2005,2,026002,0,42,17,36,0,103,8,107,71,4,36
3792,2006,2,026002,0,27,12,26,0,80,9,90,64,10,32
3793,2007,2,026002,0,69,9,44,1,183,23,189,145,6,81
3794,2008,2,026002,2,56,3,37,0,129,18,136,99,7,50
3795,2009,2,026002,0,74,0,85,0,184,59,204,119,20,51
3796,2010,2,026002,5,20,5,31,0,69,15,76,45,7,24
3797,2011,2,026002,0,0,0,0,0,0,0,0,0,0,0
3798,1000,1,026003,2,140,3,92,0,268,50,277,185,9,73
3799,1001,1,026003,0,71,15,91,0,202,52,212,121,10,64
3800,1002,1,026003,8,39,3,125,0,174,68,193,68,19,56
3801,1003,1,026003,2,66,1,74,0,168,40,174,100,6,59
3802,1004,1,026003,0,67,3,93,0,173,59,179,86,6,44
3803,1005,1,026003,0,32,1,32,0,75,13,85,53,10,29
3804,1006,1,026003,6,76,8,69,1,160,26,169,100,9,43
3805,1007,1,026003,3,123,3,42,0,209,21,211,169,2,59
3806,1008,1,026003,0,109,2,79,0,201,38,213,134,12,52
3807,1009,1,026003,3,82,6,36,0,132,16,136,100,4,25
3808,1010,1,026003,19,109,1,71,0,199,21,206,135,7,49
3809,1011,1,026003,7,114,3,97,1,249,40,255,158,6,84
3810,2000,2,026003,0,117,8,108,0,258,72,265,157,7,61
3811,2001,2,026003,0,86,1,100,0,214,47,224,124,10,80
3812,2002,2,026003,2,81,7,158,0,227,80,255,97,28,57
3813,2003,2,026003,10,105,5,72,0,198,25,204,132,6,53
3814,2004,2,026003,1,80,7,53,2,158,29,166,113,8,39
3815,2005,2,026003,1,73,3,70,0,182,23,186,116,4,82
3816,2006,2,026003,0,36,12,26,0,87,10,91,65,4,29
3817,2007,2,026003,0,29,7,20,0,79,8,84,64,5,35
3818,2008,2,026003,0,29,0,34,0,84,16,96,62,12,39
3819,2009,2,026003,0,80,8,51,0,156,22,168,117,12,46
3820,2010,2,026003,11,106,6,101,20,248,30,258,157,10,75
3821,2011,2,026003,0,78,13,70,0,183,17,193,123,10,75
3822,2012,2,026003,0,57,4,71,0,147,33,160,89,13,53
3823,2013,2,026003,2,132,1,75,0,239,35,248,173,9,69
3824,1000,1,026004,0,87,4,61,0,194,37,202,141,8,66
3825,1001,1,026004,0,0,0,0,0,0,0,0,0,0,0
3826,1002,1,026004,0,0,0,0,0,0,0,0,0,0,0
3827,1003,1,026004,1,103,4,86,8,231,70,243,157,12,45
3828,1004,1,026004,0,105,10,121,2,252,75,262,141,10,60
3829,1005,1,026004,2,35,6,109,2,200,57,209,100,9,98
3830,1006,1,026004,5,51,6,128,0,204,69,214,86,10,73
3831,1007,1,026004,0,91,3,60,0,187,36,201,141,14,57
3832,1008,1,026004,0,102,3,73,0,204,36,219,146,15,63
3833,1009,1,026004,0,45,0,91,0,141,54,148,57,7,42
3834,1010,1,026004,0,0,0,0,0,0,0,0,0,0,0
3835,1011,1,026004,0,70,0,27,0,104,16,104,77,0,18
3836,1012,1,026004,0,0,0,0,0,0,0,0,0,0,0
3837,1013,1,026004,4,61,0,73,0,127,41,135,62,8,21
3838,1014,1,026004,0,0,0,0,0,0,0,0,0,0,0
3839,1015,1,026004,0,0,0,0,0,0,0,0,0,0,0
3840,1016,1,026004,8,82,2,55,0,156,26,162,107,6,38
3841,1017,1,026004,0,89,0,60,0,163,31,170,110,7,43
3842,1018,1,026004,0,102,0,25,0,141,18,145,120,4,21
3843,2000,2,026004,0,36,3,123,0,189,41,201,78,12,109
3844,2001,2,026004,1,61,6,101,0,191,38,214,113,23,85
3845,2002,2,026004,4,109,2,43,1,183,15,191,148,8,52
3846,2003,2,026004,12,107,0,59,5,196,33,204,145,8,39
3847,2004,2,026004,0,82,0,39,0,130,6,131,92,1,42
3848,2005,2,026004,0,50,0,34,0,95,18,100,66,5,27
3849,2006,2,026004,0,0,0,0,0,0,0,0,0,0,0
3850,2007,2,026004,3,158,0,93,0,252,51,268,175,16,40
3851,2008,2,026004,1,113,3,74,0,199,55,210,136,11,27
3852,2009,2,026004,1,159,0,35,0,214,20,219,184,5,34
3853,2010,2,026004,0,42,0,13,0,66,5,67,54,1,19
3854,2011,2,026004,0,50,0,38,0,95,22,96,58,1,23
3855,1000,1,026100,0,0,0,10,0,10,10,10,0,0,0
3856,1001,1,026100,2,7,1,10,1,24,3,29,19,5,10
3857,1002,1,026100,0,0,0,0,0,0,0,0,0,0,0
3858,1003,1,026100,0,0,0,0,0,0,0,0,0,0,0
3859,1004,1,026100,1,61,2,58,1,132,37,146,88,14,30
3860,1005,1,026100,0,0,0,0,0,0,0,0,0,0,0
3861,1006,1,026100,0,50,3,70,0,132,33,144,74,12,46
3862,1007,1,026100,2,91,15,169,0,271,90,287,118,16,73
3863,1008,1,026100,0,219,12,151,5,415,106,447,296,32,73
3864,1009,1,026100,0,0,0,0,0,0,0,0,0,0,0
3865,1010,1,026100,1,125,7,88,0,230,44,237,149,7,53
3866,1011,1,026100,0,177,2,69,2,288,57,292,223,4,50
3867,1012,1,026100,0,49,1,5,0,60,1,61,56,1,9
3868,2000,2,026100,2,125,0,43,1,179,19,190,147,11,32
3869,2001,2,026100,0,0,0,0,0,0,0,0,0,0,0
3870,2002,2,026100,2,100,0,22,0,137,10,138,116,1,25
3871,2003,2,026100,0,0,0,0,0,0,0,0,0,0,0
3872,2004,2,026100,0,0,0,0,0,0,0,0,0,0,0
3873,2005,2,026100,0,35,6,7,0,64,7,69,62,5,16
3874,2006,2,026100,0,0,0,0,0,0,0,0,0,0,0
3875,2007,2,026100,0,128,1,13,0,163,7,165,152,2,27
3876,2008,2,026100,0,191,0,75,3,282,53,288,213,6,35
3877,2009,2,026100,0,4,0,0,0,4,0,4,4,0,0
3878,2010,2,026100,0,51,2,21,0,108,13,110,89,2,42
3879,2011,2,026100,0,75,1,21,0,108,2,112,91,4,30
3880,2012,2,026100,0,0,0,0,0,0,0,0,0,0,0
3881,2013,2,026100,0,0,0,0,0,0,0,0,0,0,0
3882,2014,2,026100,1,92,5,35,0,141,24,149,114,8,19
3883,2015,2,026100,0,96,0,37,0,149,15,150,113,1,38
3884,2016,2,026100,2,248,0,136,0,398,96,407,271,9,52
3885,2017,2,026100,0,0,0,0,0,0,0,0,0,0,0
3886,2018,2,026100,0,0,0,0,0,0,0,0,0,0,0
3887,2019,2,026100,0,0,0,0,0,0,0,0,0,0,0
3888,2020,2,026100,0,55,2,6,0,67,6,67,61,0,4
3889,2021,2,026100,0,68,0,21,0,107,15,112,91,5,24
3890,2022,2,026100,0,183,0,22,0,207,11,209,187,2,13
3891,2023,2,026100,6,97,0,44,0,154,16,155,111,1,35
3892,2024,2,026100,5,41,5,75,0,129,50,129,54,0,28
3893,2025,2,026100,0,94,0,69,0,173,54,181,112,8,25
3894,2026,2,026100,0,0,0,0,0,0,0,0,0,0,0
3895,3000,3,026100,0,0,0,0,0,0,0,0,0,0,0
3896,3001,3,026100,0,78,3,21,0,105,14,113,92,8,10
3897,3002,3,026100,0,0,0,0,0,0,0,0,0,0,0
3898,3003,3,026100,0,121,0,25,2,158,20,162,137,4,15
3899,3004,3,026100,0,0,0,0,0,0,0,0,0,0,0
3900,3005,3,026100,0,102,2,25,0,133,7,139,114,6,22
3901,3006,3,026100,0,24,6,14,0,63,4,66,52,3,29
3902,3007,3,026100,0,122,0,34,0,171,27,174,140,3,22
3903,3008,3,026100,0,12,0,2,0,14,2,14,12,0,0
3904,3009,3,026100,0,0,0,0,0,0,0,0,0,0,0
3905,3010,3,026100,1,97,4,43,0,156,34,160,117,4,20
3906,3011,3,026100,0,33,6,13,0,59,0,59,46,0,20
3907,3012,3,026100,0,65,0,7,0,77,7,77,70,0,5
3908,3013,3,026100,0,28,0,0,0,39,0,39,39,0,11
3909,3014,3,026100,0,68,0,21,0,101,11,106,85,5,22
3910,3015,3,026100,0,45,0,34,0,88,19,98,64,10,24
3911,3016,3,026100,0,0,0,0,0,0,0,0,0,0,0
3912,3017,3,026100,0,0,0,0,0,0,0,0,0,0,0
3913,4000,4,026100,4,132,0,55,0,201,45,206,151,5,20
3914,4001,4,026100,0,0,0,0,0,1,0,1,1,0,1
3915,4002,4,026100,7,34,0,16,0,54,7,54,38,0,6
3916,4003,4,026100,0,0,0,0,0,0,0,0,0,0,0
3917,4004,4,026100,0,0,0,0,0,0,0,0,0,0,0
3918,4005,4,026100,0,63,1,26,0,113,12,122,96,9,37
3919,4006,4,026100,0,0,1,1,0,2,1,2,1,0,0
3920,4007,4,026100,0,7,8,46,0,68,26,72,26,4,27
3921,4008,4,026100,0,0,0,0,0,0,0,0,0,0,0
3922,4009,4,026100,0,115,5,24,0,177,19,179,155,2,38
3923,4010,4,026100,0,0,0,0,0,0,0,0,0,0,0
3924,4011,4,026100,0,0,0,0,0,0,0,0,0,0,0
3925,4012,4,026100,0,0,0,0,0,0,0,0,0,0,0
