,block,block_group,census_tract,american_indian_and_alaska_native,asian,black_or_african_american,hispanic_or_latino,native_hawaiian_and_other_pacific_islander,one_race_total,some_other_race,total_population,total_population_not_hispanic_or_latino,two_or_more_races,white
6137,3003,3,045100,0,0,0,0,0,0,0,0,0,0,0
6138,3004,3,045100,4,25,1,4,0,72,0,74,70,2,42
6139,3005,3,045100,0,0,0,0,0,0,0,0,0,0,0
6140,3006,3,045100,0,190,6,30,0,313,9,335,305,22,108
6141,3007,3,045100,1,123,0,15,0,248,2,262,247,14,122
6142,3008,3,045100,0,130,1,7,0,242,1,256,249,14,110
6143,1000,1,045200,0,0,0,0,0,0,0,0,0,0,0
6144,1001,1,045200,6,127,0,18,0,219,5,236,218,17,81
6145,1002,1,045200,0,142,5,17,5,283,12,302,285,19,119
6146,1003,1,045200,0,0,0,0,0,0,0,0,0,0,0
6147,1004,1,045200,1,195,0,12,2,313,2,327,315,14,113
6148,1005,1,045200,3,127,7,26,0,274,10,283,257,9,127
6149,1006,1,045200,5,81,5,15,0,222,5,224,209,2,126
6150,1007,1,045200,1,105,3,27,0,284,16,298,271,14,159
6151,1008,1,045200,0,0,0,0,0,0,0,0,0,0,0
6152,2000,2,045200,0,113,0,10,0,188,5,198,188,10,70
6153,2001,2,045200,0,129,4,17,0,252,8,268,251,16,111
6154,2002,2,045200,1,158,8,15,0,293,5,312,297,19,121
6155,2003,2,045200,1,71,2,17,1,230,8,238,221,8,147
6156,2004,2,045200,0,51,5,21,0,188,7,193,172,5,125
6157,2005,2,045200,0,152,4,19,1,304,6,324,305,20,141
6158,3000,3,045200,0,77,4,3,0,176,0,184,181,8,95
6159,3001,3,045200,0,0,0,0,0,0,0,0,0,0,0
6160,3002,3,045200,0,0,0,0,0,0,0,0,0,0,0
6161,3003,3,045200,0,52,1,2,0,113,2,114,112,1,58
6162,3004,3,045200,1,80,2,11,0,232,3,245,234,13,146
6163,3005,3,045200,0,93,0,6,0,198,1,198,192,0,104
6164,3006,3,045200,0,73,2,15,0,197,5,203,188,6,117
6165,4000,4,045200,0,48,4,5,1,118,0,128,123,10,65
6166,4001,4,045200,0,79,8,7,0,149,0,155,148,6,62
6167,4002,4,045200,11,77,0,25,0,186,1,190,165,4,97
6168,4003,4,045200,0,59,4,11,0,136,7,143,132,7,66
6169,4004,4,045200,0,115,2,12,1,229,5,245,233,16,106
6170,4005,4,045200,0,126,6,22,0,242,9,266,244,24,101
6171,5000,5,045200,0,0,0,0,0,0,0,0,0,0,0
6172,5001,5,045200,0,74,3,15,0,167,6,184,169,17,84
6173,5002,5,045200,0,154,8,11,0,250,3,267,256,17,85
6174,5003,5,045200,0,0,0,0,0,0,0,0,0,0,0
6175,5004,5,045200,0,167,6,19,1,313,8,322,303,9,131
6176,5005,5,045200,0,0,0,0,0,0,0,0,0,0,0
6177,5006,5,045200,0,76,2,18,0,199,2,208,190,9,119
6178,5007,5,045200,0,0,0,0,0,0,0,0,0,0,0
6179,5008,5,045200,0,0,0,0,0,0,0,0,0,0,0
6180,5009,5,045200,0,0,0,0,0,0,0,0,0,0,0
6181,5010,5,045200,0,0,0,0,0,0,0,0,0,0,0
6182,5011,5,045200,0,99,1,2,0,208,0,219,217,11,108
6183,1000,1,047600,0,0,0,0,0,0,0,0,0,0,0
6184,1001,1,047600,0,0,1,0,0,2,0,2,2,0,1
6185,1002,1,047600,0,0,0,0,0,0,0,0,0,0,0
6186,1003,1,047600,1,90,3,18,1,278,8,302,284,24,175
6187,1004,1,047600,0,0,0,0,0,0,0,0,0,0,0
6188,1005,1,047600,1,118,8,12,1,240,3,255,243,15,109
6189,1006,1,047600,0,0,0,0,0,0,0,0,0,0,0
6190,1007,1,047600,1,81,3,12,1,146,3,149,137,3,57
6191,1008,1,047600,0,0,0,0,0,0,0,0,0,0,0
6192,1009,1,047600,0,100,0,7,1,187,0,200,193,13,86
6193,1010,1,047600,0,0,0,0,0,0,0,0,0,0,0
6194,1011,1,047600,0,87,4,14,0,140,5,149,135,9,44
6195,1012,1,047600,0,0,0,0,0,0,0,0,0,0,0
6196,1013,1,047600,2,156,2,31,1,296,12,303,272,7,123
6197,1014,1,047600,0,0,0,0,0,0,0,0,0,0,0
6198,2000,2,047600,0,0,0,0,0,0,0,0,0,0,0
6199,2001,2,047600,0,109,6,15,0,233,9,246,231,13,109
6200,2002,2,047600,0,79,6,12,0,169,3,176,164,7,81
6201,2003,2,047600,2,150,0,10,0,233,0,245,235,12,81
6202,2004,2,047600,0,96,2,8,0,189,1,196,188,7,90
6203,2005,2,047600,0,155,11,12,0,240,1,246,234,6,73
6204,2006,2,047600,1,99,6,13,0,201,5,208,195,7,90
6205,2007,2,047600,0,0,0,0,0,0,0,0,0,0,0
6206,3000,3,047600,0,0,0,0,0,1,0,1,1,0,1
6207,3001,3,047600,0,39,4,7,0,109,1,116,109,7,65
6208,3002,3,047600,1,140,0,12,0,212,2,223,211,11,69
6209,3003,3,047600,0,103,0,4,1,181,2,191,187,10,75
6210,3004,3,047600,0,65,0,0,0,84,0,87,87,3,19
6211,3005,3,047600,1,117,2,13,0,204,2,208,195,4,82
6212,3006,3,047600,0,118,4,11,0,197,4,205,194,8,71
6213,3007,3,047600,0,0,0,0,0,0,0,0,0,0,0
6214,4000,4,047600,0,0,0,0,0,0,0,0,0,0,0
6215,4001,4,047600,0,86,3,7,0,224,5,231,224,7,130
6216,4002,4,047600,0,54,6,20,0,188,3,202,182,14,125
6217,4003,4,047600,0,113,0,15,0,221,4,236,221,15,104
6218,4004,4,047600,0,126,0,20,0,243,5,258,238,15,112
6219,4005,4,047600,0,130,4,23,0,236,11,245,222,9,91
6220,4006,4,047600,1,85,2,18,0,237,4,257,239,20,145
6221,4007,4,047600,0,0,0,0,0,0,0,0,0,0,0
6222,1000,1,047701,0,0,0,0,0,0,0,0,0,0,0
6223,1001,1,047701,5,109,3,24,0,236,9,255,231,19,110
6224,1002,1,047701,0,151,4,24,0,261,11,274,250,13,95
6225,1003,1,047701,0,0,0,0,0,0,0,0,0,0,0
6226,1004,1,047701,0,111,4,37,1,289,11,303,266,14,162
6227,1005,1,047701,0,0,0,0,0,0,0,0,0,0,0
6228,1006,1,047701,1,95,1,9,0,201,5,209,200,8,99
6229,1007,1,047701,0,0,0,0,0,0,0,0,0,0,0
6230,1008,1,047701,0,88,6,12,0,200,1,207,195,7,105
6231,1009,1,047701,0,0,0,0,0,0,0,0,0,0,0
6232,1010,1,047701,0,127,3,12,0,247,6,256,244,9,111
6233,1011,1,047701,0,0,0,0,0,0,0,0,0,0,0
6234,2000,2,047701,0,0,0,0,0,0,0,0,0,0,0
6235,2001,2,047701,1,122,3,16,0,241,18,249,233,8,97
6236,2002,2,047701,0,143,4,26,0,259,13,276,250,17,99
6237,2003,2,047701,0,8,0,0,0,8,0,8,8,0,0
6238,2004,2,047701,0,164,3,12,0,261,3,273,261,12,91
6239,2005,2,047701,0,129,0,10,0,213,4,225,215,12,80
6240,2006,2,047701,0,144,7,9,0,212,2,224,215,12,59
6241,2007,2,047701,0,112,3,20,0,254,8,265,245,11,131
6242,2008,2,047701,0,0,0,0,0,0,0,0,0,0,0
6243,3000,3,047701,0,96,16,20,0,200,6,211,191,11,82
6244,3001,3,047701,3,134,19,20,0,258,2,269,249,11,100
6245,3002,3,047701,0,159,0,18,0,248,5,261,243,13,84
6246,3003,3,047701,0,108,3,15,2,223,7,230,215,7,103
6247,3004,3,047701,0,112,1,1,0,173,0,177,176,4,60
6248,3005,3,047701,6,73,4,10,0,153,0,162,152,9,70
6249,1000,1,047702,0,107,16,13,0,198,2,203,190,5,73
6250,1001,1,047702,1,61,0,15,0,138,9,146,131,8,67
6251,1002,1,047702,0,151,9,3,0,216,1,226,223,10,55
6252,1003,1,047702,0,142,1,1,1,215,0,218,217,3,71
6253,1004,1,047702,0,117,2,4,0,172,4,176,172,4,49
6254,1005,1,047702,0,105,1,8,0,181,1,184,176,3,74
6255,2000,2,047702,0,142,0,8,0,191,4,198,190,7,45
6256,2001,2,047702,0,123,0,3,1,173,0,182,179,9,49
6257,2002,2,047702,0,133,1,10,0,205,2,210,200,5,69
6258,2003,2,047702,0,85,1,4,0,148,0,154,150,6,62
6259,2004,2,047702,0,100,3,21,0,237,4,252,231,15,130
6260,2005,2,047702,0,101,11,10,0,262,1,280,270,18,149
6261,3000,3,047702,0,86,2,12,0,168,3,178,166,10,77
6262,3001,3,047702,1,126,9,16,0,252,6,271,255,19,110
6263,3002,3,047702,6,113,5,36,1,382,15,405,369,23,242
6264,3003,3,047702,0,81,5,6,0,159,0,169,163,10,73
6265,3004,3,047702,0,84,0,5,0,164,0,169,164,5,80
6266,3005,3,047702,2,113,3,10,0,199,4,203,193,4,77
6267,1000,1,047801,1,109,5,6,0,187,4,190,184,3,68
6268,1001,1,047801,0,102,2,15,1,199,1,223,208,24,93
6269,1002,1,047801,0,78,5,15,0,218,12,227,212,9,123
6270,1003,1,047801,0,76,3,10,0,165,3,175,165,10,83
6271,1004,1,047801,0,102,0,7,0,144,0,154,147,10,42
6272,1005,1,047801,0,78,2,8,0,145,0,153,145,8,65
6273,2000,2,047801,0,131,0,15,0,256,5,267,252,11,120
6274,2001,2,047801,0,151,1,6,0,207,2,217,211,10,53
6275,2002,2,047801,0,128,2,17,0,225,7,231,214,6,88
6276,2003,2,047801,0,56,0,6,0,103,0,103,97,0,47
6277,2004,2,047801,0,100,2,5,2,179,0,182,177,3,75
6278,2005,2,047801,0,133,1,12,0,197,6,198,186,1,57
6279,3000,3,047801,0,0,0,0,0,0,0,0,0,0,0
6280,3001,3,047801,2,100,2,20,0,233,10,237,217,4,119
6281,3002,3,047801,0,11,0,1,0,16,1,16,15,0,4
6282,3003,3,047801,0,0,0,0,0,0,0,0,0,0,0
6283,3004,3,047801,0,79,0,7,0,118,0,121,114,3,39
6284,3005,3,047801,0,103,1,24,0,171,2,185,161,14,65
6285,3006,3,047801,0,144,3,2,0,211,0,219,217,8,64
6286,3007,3,047801,0,115,1,16,0,208,7,218,202,10,85
6287,3008,3,047801,0,0,0,0,0,0,0,0,0,0,0
6288,3009,3,047801,0,122,4,5,0,207,2,219,214,12,79
6289,3010,3,047801,0,78,3,9,0,159,3,161,152,2,75
6290,3011,3,047801,0,193,9,17,0,301,13,309,292,8,86
6291,3012,3,047801,0,0,0,0,0,0,0,0,0,0,0
6292,1000,1,047802,0,133,7,27,0,336,8,366,339,30,188
6293,1001,1,047802,1,108,9,23,2,264,7,269,246,5,137
6294,1002,1,047802,0,88,5,20,0,187,7,204,184,17,87
6295,1003,1,047802,0,14,0,1,0,45,0,51,50,6,31
6296,1004,1,047802,0,9,1,3,0,47,0,56,53,9,37
6297,1005,1,047802,0,14,0,7,0,30,0,30,23,0,16
6298,1006,1,047802,0,5,0,1,0,15,0,15,14,0,10
6299,1007,1,047802,0,5,0,0,0,20,0,20,20,0,15
6300,1008,1,047802,0,19,0,6,0,41,0,41,35,0,22
6301,2000,2,047802,3,107,8,5,0,192,1,196,191,4,73
6302,2001,2,047802,0,105,7,33,2,233,17,242,209,9,102
6303,2002,2,047802,0,86,4,5,0,144,0,150,145,6,54
6304,2003,2,047802,0,84,7,7,4,199,1,205,198,6,103
6305,2004,2,047802,1,87,3,15,1,180,9,194,179,14,79
6306,2005,2,047802,0,87,0,2,1,144,0,150,148,6,56
6307,3000,3,047802,0,0,0,0,0,0,0,0,0,0,0
6308,3001,3,047802,0,152,1,7,2,245,3,259,252,14,87
6309,3002,3,047802,0,115,0,9,0,191,3,198,189,7,73
6310,3003,3,047802,0,0,0,0,0,0,0,0,0,0,0
6311,3004,3,047802,0,199,2,12,3,293,0,298,286,5,89
6312,3005,3,047802,0,0,0,0,0,0,0,0,0,0,0
6313,3006,3,047802,0,137,6,21,1,255,8,269,248,14,103
6314,3007,3,047802,0,0,0,0,0,0,0,0,0,0,0
6315,3008,3,047802,3,195,1,9,0,296,2,309,300,13,95
6316,3009,3,047802,0,0,0,0,0,0,0,0,0,0,0
6317,3010,3,047802,0,99,0,3,0,131,0,134,131,3,32
6318,1000,1,047901,0,85,0,1,2,163,0,174,173,11,76
6319,1001,1,047901,0,119,5,1,1,185,0,188,187,3,60
6320,1002,1,047901,0,122,2,5,0,199,0,203,198,4,75
6321,1003,1,047901,1,148,2,9,1,231,0,238,229,7,79
6322,1004,1,047901,0,61,2,2,0,100,0,102,100,2,37
6323,1005,1,047901,0,93,2,11,0,150,2,155,144,5,53
6324,2000,2,047901,0,0,0,0,0,0,0,0,0,0,0
6325,2001,2,047901,0,0,0,0,0,0,0,0,0,0,0
6326,2002,2,047901,0,0,0,0,0,0,0,0,0,0,0
6327,2003,2,047901,0,0,0,0,0,0,0,0,0,0,0
6328,2004,2,047901,0,0,1,2,0,7,0,8,6,1,6
6329,2005,2,047901,0,0,0,0,0,0,0,0,0,0,0
6330,2006,2,047901,0,0,0,0,0,0,0,0,0,0,0
6331,2007,2,047901,0,0,0,0,0,0,0,0,0,0,0
6332,2008,2,047901,0,0,0,0,0,0,0,0,0,0,0
6333,2009,2,047901,0,4,0,16,0,86,5,92,76,6,77
6334,2010,2,047901,1,84,6,16,0,324,5,340,324,16,228
6335,2011,2,047901,0,65,30,15,0,269,4,280,265,11,170
6336,2012,2,047901,0,0,0,0,0,3,0,4,4,1,3
6337,2013,2,047901,0,77,2,10,2,187,1,192,182,5,105
6338,2014,2,047901,1,89,11,20,0,199,4,217,197,18,94
6339,2015,2,047901,1,99,2,9,0,177,2,187,178,10,73
6340,2016,2,047901,2,48,1,14,1,200,1,217,203,17,147
6341,3000,3,047901,0,74,0,9,0,138,3,143,134,5,61
6342,3001,3,047901,0,84,3,10,0,157,3,167,157,10,67
6343,3002,3,047901,4,95,6,12,0,206,6,214,202,8,95
6344,3003,3,047901,1,92,5,10,0,168,2,175,165,7,68
6345,3004,3,047901,0,105,11,5,0,192,3,197,192,5,73
6346,3005,3,047901,0,84,0,9,0,163,0,165,156,2,79
6347,3006,3,047901,0,105,2,9,0,193,2,197,188,4,84
6348,3007,3,047901,2,99,2,24,0,195,3,204,180,9,89
6349,4000,4,047901,0,90,6,12,0,147,2,158,146,11,49
6350,4001,4,047901,1,109,6,3,0,179,2,180,177,1,61
6351,4002,4,047901,0,105,2,7,0,196,7,211,204,15,82
6352,4003,4,047901,0,133,9,13,0,215,2,221,208,6,71
6353,4004,4,047901,0,78,4,1,0,140,0,146,145,6,58
6354,4005,4,047901,1,83,1,19,0,180,12,196,177,16,83
6355,4006,4,047901,0,126,0,14,2,194,0,204,190,10,66
6356,5000,5,047901,0,78,8,17,0,180,3,194,177,14,91
6357,5001,5,047901,1,24,2,6,0,64,0,67,61,3,37
6358,5002,5,047901,0,20,0,1,0,82,0,87,86,5,62
6359,5003,5,047901,1,9,0,12,0,89,3,94,82,5,76
6360,5004,5,047901,0,23,0,4,0,59,0,66,62,7,36
6361,5005,5,047901,0,63,4,22,0,155,11,160,138,5,77
6362,5006,5,047901,1,81,7,14,0,177,1,188,174,11,87
6363,5007,5,047901,2,75,12,11,0,152,1,169,158,17,62
6364,1000,1,047902,1,46,3,17,0,159,4,169,152,10,105
6365,1001,1,047902,0,40,2,8,0,86,2,90,82,4,42
6366,1002,1,047902,1,32,0,8,0,104,5,111,103,7,66
6367,1003,1,047902,0,23,2,0,0,47,1,58,58,11,21
6368,1004,1,047902,0,7,1,5,0,22,1,26,21,4,13
6369,1005,1,047902,1,17,3,7,0,49,1,52,45,3,27
6370,1006,1,047902,0,25,0,1,0,59,0,60,59,1,34
6371,1007,1,047902,0,32,0,13,0,119,6,120,107,1,81
6372,1008,1,047902,0,42,0,2,0,112,0,119,117,7,70
6373,1009,1,047902,0,32,2,9,0,138,2,154,145,16,102
6374,2000,2,047902,0,62,4,23,0,150,2,160,137,10,82
6375,2001,2,047902,3,97,2,9,0,168,1,174,165,6,65
6376,2002,2,047902,0,86,5,23,0,219,7,234,211,15,121
6377,2003,2,047902,0,15,1,1,0,43,0,46,45,3,27
6378,2004,2,047902,0,0,0,0,0,0,0,0,0,0,0
6379,2005,2,047902,0,0,0,0,0,0,0,0,0,0,0
6380,2006,2,047902,0,0,0,0,0,0,0,0,0,0,0
6381,2007,2,047902,0,117,1,10,0,212,3,220,210,8,91
6382,2008,2,047902,1,94,0,10,1,193,2,196,186,3,95
6383,2009,2,047902,0,0,0,0,0,0,0,0,0,0,0
6384,2010,2,047902,0,0,0,0,0,0,0,0,0,0,0
6385,2011,2,047902,0,85,0,12,0,172,9,180,168,8,78
6386,2012,2,047902,0,65,0,9,0,155,4,164,155,9,86
6387,3000,3,047902,0,111,7,20,0,193,6,203,183,10,69
6388,3001,3,047902,0,58,1,9,0,129,7,131,122,2,63
6389,3002,3,047902,0,98,2,3,0,182,0,182,179,0,82
6390,3003,3,047902,0,2,0,0,1,4,0,4,4,0,1
6391,3004,3,047902,0,130,6,9,0,221,0,227,218,6,85
6392,3005,3,047902,0,120,2,9,0,208,0,221,212,13,86
6393,3006,3,047902,0,0,0,0,0,0,0,0,0,0,0
6394,3007,3,047902,0,0,0,0,0,0,0,0,0,0,0
6395,3008,3,047902,1,130,3,20,0,226,7,235,215,9,85
6396,1000,1,060100,0,0,0,0,0,0,0,0,0,0,0
6397,1001,1,060100,0,0,0,0,0,0,0,0,0,0,0
6398,1002,1,060100,1,0,1,2,0,5,0,5,3,0,3
6399,1003,1,060100,0,0,0,0,0,0,0,0,0,0,0
6400,1004,1,060100,0,0,0,0,0,0,0,0,0,0,0
6401,1005,1,060100,0,0,0,0,0,0,0,0,0,0,0
6402,1006,1,060100,0,0,0,0,0,0,0,0,0,0,0
6403,1007,1,060100,0,0,1,0,0,1,0,1,1,0,0
6404,1008,1,060100,0,0,0,0,0,0,0,0,0,0,0
6405,1009,1,060100,0,0,0,0,0,0,0,0,0,0,0
6406,1010,1,060100,0,0,0,0,0,0,0,0,0,0,0
6407,1011,1,060100,0,0,0,0,0,1,0,1,1,0,1
6408,1012,1,060100,0,0,0,0,0,0,0,0,0,0,0
6409,1013,1,060100,0,0,0,0,0,0,0,0,0,0,0
6410,1014,1,060100,0,0,0,0,0,0,0,0,0,0,0
6411,1015,1,060100,0,0,0,0,0,0,0,0,0,0,0
6412,1016,1,060100,0,0,0,0,0,0,0,0,0,0,0
6413,1017,1,060100,0,0,0,0,0,0,0,0,0,0,0
6414,1018,1,060100,0,0,0,0,0,0,0,0,0,0,0
6415,1019,1,060100,0,0,0,0,0,0,0,0,0,0,0
6416,1020,1,060100,6,83,34,60,2,653,16,703,643,50,512
6417,1021,1,060100,1,12,7,23,0,155,4,164,141,9,131
6418,1022,1,060100,0,20,1,18,0,183,10,201,183,18,152
6419,1023,1,060100,2,13,1,23,0,134,2,151,128,17,116
6420,1024,1,060100,0,0,0,0,0,0,0,0,0,0,0
6421,1025,1,060100,0,0,0,0,0,0,0,0,0,0,0
6422,1026,1,060100,0,0,0,0,0,0,0,0,0,0,0
6423,1027,1,060100,0,0,0,0,0,0,0,0,0,0,0
6424,1028,1,060100,0,0,0,0,0,1,0,1,1,0,1
6425,1029,1,060100,0,0,0,0,0,0,0,0,0,0,0
6426,1030,1,060100,0,0,0,0,0,0,0,0,0,0,0
6427,1031,1,060100,0,1,0,4,0,54,0,55,51,1,53
6428,1032,1,060100,0,0,0,0,0,0,0,0,0,0,0
6429,1033,1,060100,0,1,0,1,0,15,1,15,14,0,13
6430,1034,1,060100,0,0,0,0,0,0,0,0,0,0,0
6431,1035,1,060100,0,0,0,0,0,0,0,0,0,0,0
6432,1036,1,060100,0,0,0,0,0,0,0,0,0,0,0
6433,1037,1,060100,0,0,0,0,0,0,0,0,0,0,0
6434,1038,1,060100,0,0,0,0,0,0,0,0,0,0,0
6435,1039,1,060100,0,5,0,0,0,40,0,40,40,0,35
6436,1040,1,060100,0,8,2,2,0,96,2,99,97,3,84
6437,1041,1,060100,0,3,0,0,0,39,0,39,39,0,36
6438,1042,1,060100,0,0,0,0,0,0,0,0,0,0,0
6439,1043,1,060100,0,0,0,0,0,0,0,0,0,0,0
6440,1044,1,060100,0,0,0,2,0,1,0,3,1,2,1
6441,1045,1,060100,0,3,1,4,0,39,0,40,36,1,35
6442,1046,1,060100,0,0,0,0,0,0,0,0,0,0,0
6443,1047,1,060100,0,0,0,0,0,0,0,0,0,0,0
6444,1048,1,060100,0,0,0,0,0,0,0,0,0,0,0
6445,1049,1,060100,0,0,0,0,0,0,0,0,0,0,0
6446,1050,1,060100,0,0,0,0,0,0,0,0,0,0,0
6447,1051,1,060100,0,0,0,0,0,0,0,0,0,0,0
6448,1052,1,060100,0,0,0,0,0,0,0,0,0,0,0
6449,1053,1,060100,0,0,0,0,0,0,0,0,0,0,0
6450,1054,1,060100,0,0,0,0,0,0,0,0,0,0,0
6451,1055,1,060100,0,0,0,0,0,0,0,0,0,0,0
6452,1056,1,060100,0,0,0,0,0,0,0,0,0,0,0
6453,1057,1,060100,0,0,0,0,0,0,0,0,0,0,0
6454,1058,1,060100,0,0,0,0,0,0,0,0,0,0,0
6455,1059,1,060100,0,0,0,0,0,0,0,0,0,0,0
6456,1060,1,060100,0,0,0,0,0,0,0,0,0,0,0
6457,1061,1,060100,0,0,0,0,0,0,0,0,0,0,0
6458,1062,1,060100,0,0,0,0,0,0,0,0,0,0,0
6459,1063,1,060100,0,0,0,0,0,0,0,0,0,0,0
6460,1064,1,060100,0,0,0,0,0,0,0,0,0,0,0
6461,1065,1,060100,0,0,0,0,0,0,0,0,0,0,0
6462,1066,1,060100,0,0,0,0,0,0,0,0,0,0,0
6463,1067,1,060100,0,0,0,0,0,0,0,0,0,0,0
6464,1068,1,060100,0,0,0,0,0,0,0,0,0,0,0
6465,1069,1,060100,0,0,0,0,0,0,0,0,0,0,0
6466,1070,1,060100,0,0,0,0,0,0,0,0,0,0,0
6467,1071,1,060100,0,0,0,0,0,0,0,0,0,0,0
6468,1072,1,060100,0,0,0,0,0,0,0,0,0,0,0
6469,1073,1,060100,0,0,0,0,0,0,0,0,0,0,0
6470,1074,1,060100,0,0,0,0,0,0,0,0,0,0,0
6471,1075,1,060100,0,0,0,0,0,0,0,0,0,0,0
6472,1076,1,060100,0,0,0,0,0,0,0,0,0,0,0
6473,1077,1,060100,0,11,0,2,6,80,0,83,81,3,63
6474,1078,1,060100,0,0,0,0,0,1,0,2,2,1,1
6475,1079,1,060100,0,0,0,0,0,0,0,0,0,0,0
6476,1080,1,060100,0,0,0,0,0,0,0,0,0,0,0
6477,1081,1,060100,0,0,0,0,0,0,0,0,0,0,0
6478,1082,1,060100,0,0,0,0,0,0,0,0,0,0,0
6479,1083,1,060100,0,0,0,0,0,0,0,0,0,0,0
6480,1084,1,060100,0,0,0,0,0,0,0,0,0,0,0
6481,1085,1,060100,0,0,0,0,0,0,0,0,0,0,0
6482,1086,1,060100,0,0,0,0,0,0,0,0,0,0,0
6483,1087,1,060100,0,0,0,0,0,0,0,0,0,0,0
6484,1088,1,060100,0,0,0,0,0,0,0,0,0,0,0
6485,1089,1,060100,0,0,0,0,0,0,0,0,0,0,0
6486,1090,1,060100,0,0,0,0,0,0,0,0,0,0,0
6487,1091,1,060100,0,0,0,0,0,0,0,0,0,0,0
6488,1092,1,060100,0,0,0,0,0,0,0,0,0,0,0
6489,1093,1,060100,0,0,0,1,0,1,0,1,0,0,1
6490,1094,1,060100,0,0,0,0,0,0,0,0,0,0,0
6491,1095,1,060100,0,0,0,0,0,0,0,0,0,0,0
6492,1096,1,060100,0,0,0,0,0,0,0,0,0,0,0
6493,1097,1,060100,0,0,0,0,0,0,0,0,0,0,0
6494,1098,1,060100,0,0,0,0,0,0,0,0,0,0,0
6495,1099,1,060100,0,2,0,0,0,12,0,14,14,2,10
6496,1100,1,060100,0,0,0,0,0,0,0,0,0,0,0
6497,1101,1,060100,0,0,0,0,0,0,0,0,0,0,0
6498,1102,1,060100,0,0,0,0,0,0,0,0,0,0,0
6499,1103,1,060100,0,0,0,0,0,0,0,0,0,0,0
6500,1104,1,060100,0,0,0,0,0,0,0,0,0,0,0
6501,1105,1,060100,0,0,0,0,0,0,0,0,0,0,0
6502,1106,1,060100,0,0,0,0,0,0,0,0,0,0,0
6503,1107,1,060100,0,0,0,0,0,0,0,0,0,0,0
6504,1108,1,060100,0,0,0,0,0,0,0,0,0,0,0
6505,1109,1,060100,0,0,0,0,0,0,0,0,0,0,0
6506,1110,1,060100,0,0,0,0,0,0,0,0,0,0,0
6507,1111,1,060100,0,0,0,0,0,0,0,0,0,0,0
6508,1112,1,060100,0,0,0,0,0,0,0,0,0,0,0
6509,1113,1,060100,0,0,0,0,0,0,0,0,0,0,0
6510,1114,1,060100,0,0,0,0,0,12,0,12,12,0,12
6511,1115,1,060100,0,0,0,0,0,0,0,0,0,0,0
6512,1116,1,060100,0,0,0,0,0,0,0,0,0,0,0
6513,1117,1,060100,0,0,0,0,0,0,0,0,0,0,0
6514,1118,1,060100,0,0,0,0,0,0,0,0,0,0,0
6515,1119,1,060100,0,0,0,0,0,0,0,0,0,0,0
6516,1120,1,060100,0,0,0,0,0,0,0,0,0,0,0
6517,1121,1,060100,0,0,0,0,0,0,0,0,0,0,0
6518,1122,1,060100,0,0,0,0,0,0,0,0,0,0,0
6519,1123,1,060100,0,0,0,0,0,0,0,0,0,0,0
6520,1124,1,060100,0,0,0,0,0,0,0,0,0,0,0
6521,1125,1,060100,0,0,0,0,0,0,0,0,0,0,0
6522,1126,1,060100,0,0,0,0,0,0,0,0,0,0,0
6523,1127,1,060100,0,0,0,0,0,0,0,0,0,0,0
6524,1128,1,060100,0,0,0,0,0,0,0,0,0,0,0
6525,1129,1,060100,0,0,0,0,0,0,0,0,0,0,0
6526,1130,1,060100,0,0,0,3,0,21,0,21,18,0,21
6527,1131,1,060100,0,6,0,0,0,61,0,64,64,3,55
6528,1132,1,060100,1,40,13,45,6,561,22,609,564,48,479
6529,1133,1,060100,0,4,0,1,0,26,0,29,28,3,22
6530,1134,1,060100,0,1,0,0,0,18,0,18,18,0,17
6531,1135,1,060100,0,0,0,0,0,0,0,0,0,0,0
6532,1136,1,060100,0,1,0,10,0,35,1,40,30,5,33
6533,1137,1,060100,0,0,0,1,0,45,0,46,45,1,45
6534,1138,1,060100,0,0,0,0,0,45,0,46,46,1,45
6535,1139,1,060100,0,0,0,5,0,33,0,37,32,4,33
6536,1140,1,060100,0,0,0,0,0,0,0,0,0,0,0
6537,1141,1,060100,0,0,0,0,0,28,0,28,28,0,28
6538,1142,1,060100,0,0,0,0,0,0,0,0,0,0,0
6539,1143,1,060100,0,0,0,0,0,0,0,0,0,0,0
6540,1144,1,060100,0,0,0,0,0,11,0,11,11,0,11
6541,1145,1,060100,0,5,0,1,0,120,0,129,128,9,115
6542,1146,1,060100,0,0,0,0,0,0,0,0,0,0,0
6543,1147,1,060100,0,0,0,0,0,0,0,0,0,0,0
6544,1148,1,060100,0,2,0,1,0,40,4,43,42,3,34
6545,1149,1,060100,0,0,0,0,0,0,0,0,0,0,0
6546,1150,1,060100,0,0,0,0,0,0,0,0,0,0,0
6547,1151,1,060100,0,0,0,0,0,0,0,0,0,0,0
6548,1152,1,060100,0,3,0,2,0,55,2,55,53,0,50
6549,1153,1,060100,0,0,0,0,0,0,0,0,0,0,0
6550,1154,1,060100,0,0,0,0,0,0,0,0,0,0,0
6551,1155,1,060100,0,2,1,6,0,64,1,68,62,4,60
6552,1156,1,060100,0,0,0,0,0,0,0,0,0,0,0
6553,1157,1,060100,0,0,0,0,0,0,0,0,0,0,0
6554,1158,1,060100,0,0,0,0,0,0,0,0,0,0,0
6555,1159,1,060100,0,0,0,0,0,0,0,0,0,0,0
6556,1160,1,060100,0,0,0,0,0,0,0,1,1,1,0
6557,1161,1,060100,0,8,3,2,0,38,0,40,38,2,27
