OBJECTID,precinct_id,num_blocks,total_population,hispanic_or_latino,NeighRep,SupDist,DISTRICT,CongDist,BARTDist,white,two_or_more_races,one_race_total,AssemDist,PREC_2010,native_hawaiian_and_other_pacif,PREC_2012,asian,total_population_not_hispanic_o,black_or_african_american,american_indian_and_alaska_nati,some_other_race
39,1145,10,1561.000000000000000,576.000000000000000,EXCELSIOR,11,11,12,9,558.000000000000000,101.000000000000000,1460.000000000000000,17,1109,3.000000000000000,1145,530.000000000000000,985.000000000000000,74.000000000000000,14.000000000000000,281.000000000000000
40,1146,18,2396.000000000000000,999.000000000000000,EXCELSIOR,11,11,12,9,618.000000000000000,131.000000000000000,2265.000000000000000,17,1122,21.000000000000000,1146,1003.000000000000000,1397.000000000000000,41.000000000000000,20.000000000000000,562.000000000000000
41,1147,9,1977.000000000000000,856.000000000000000,EXCELSIOR,11,11,12,9,683.000000000000000,122.000000000000000,1855.000000000000000,17,1123,4.000000000000000,1147,738.000000000000000,1121.000000000000000,37.000000000000000,16.000000000000000,377.000000000000000
42,1148,10,2226.000000000000000,959.000000000000000,EXCELSIOR,11,11,12,9,614.000000000000000,98.000000000000000,2128.000000000000000,17,1138,3.000000000000000,1148,946.000000000000000,1267.000000000000000,43.000000000000000,43.000000000000000,479.000000000000000
43,1149,10,1713.000000000000000,701.000000000000000,EXCELSIOR,11,11,12,9,517.000000000000000,82.000000000000000,1631.000000000000000,17,1124,1.000000000000000,1149,692.000000000000000,1012.000000000000000,51.000000000000000,20.000000000000000,350.000000000000000
44,1151,1,0.000000000000000,0.000000000000000,VISITA VLY,11,11,12,8,0.000000000000000,0.000000000000000,0.000000000000000,17,2001,0.000000000000000,1151,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
45,1152,19,1898.000000000000000,630.000000000000000,EXCELSIOR,11,11,12,9,430.000000000000000,65.000000000000000,1833.000000000000000,17,1136,5.000000000000000,1152,1041.000000000000000,1268.000000000000000,24.000000000000000,21.000000000000000,312.000000000000000
46,1153,12,1914.000000000000000,573.000000000000000,EXCELSIOR,11,11,12,9,459.000000000000000,101.000000000000000,1813.000000000000000,17,1137,20.000000000000000,1153,1012.000000000000000,1341.000000000000000,41.000000000000000,16.000000000000000,265.000000000000000
47,1154,2,58.000000000000000,12.000000000000000,EXCELSIOR,11,11,12,8,3.000000000000000,6.000000000000000,52.000000000000000,17,1137,0.000000000000000,1154,28.000000000000000,46.000000000000000,17.000000000000000,0.000000000000000,4.000000000000000
48,7001,23,942.000000000000000,286.000000000000000,MISSION,10,10,12,9,493.000000000000000,78.000000000000000,864.000000000000000,17,3647,1.000000000000000,7001,205.000000000000000,656.000000000000000,38.000000000000000,18.000000000000000,109.000000000000000
49,7002,79,1617.000000000000000,180.000000000000000,POTRERO HILL,10,10,12,9,823.000000000000000,55.000000000000000,1562.000000000000000,17,3001,7.000000000000000,7002,608.000000000000000,1437.000000000000000,62.000000000000000,7.000000000000000,55.000000000000000
50,7003,15,1117.000000000000000,82.000000000000000,POTRERO HILL,10,10,12,9,904.000000000000000,69.000000000000000,1048.000000000000000,17,3001,0.000000000000000,7003,106.000000000000000,1035.000000000000000,9.000000000000000,3.000000000000000,26.000000000000000
51,7004,13,1090.000000000000000,96.000000000000000,POTRERO HILL,10,10,12,9,784.000000000000000,59.000000000000000,1031.000000000000000,17,3002,2.000000000000000,7004,197.000000000000000,994.000000000000000,18.000000000000000,5.000000000000000,25.000000000000000
52,7005,13,1083.000000000000000,132.000000000000000,POTRERO HILL,10,10,12,9,848.000000000000000,66.000000000000000,1017.000000000000000,17,3002,0.000000000000000,7005,106.000000000000000,951.000000000000000,27.000000000000000,1.000000000000000,35.000000000000000
53,7006,33,1744.000000000000000,466.000000000000000,POTRERO HILL,10,10,12,9,994.000000000000000,121.000000000000000,1623.000000000000000,17,3003,8.000000000000000,7006,257.000000000000000,1278.000000000000000,98.000000000000000,20.000000000000000,246.000000000000000
54,7007,11,1308.000000000000000,155.000000000000000,POTRERO HILL,10,10,12,9,999.000000000000000,81.000000000000000,1227.000000000000000,17,3004,0.000000000000000,7007,149.000000000000000,1153.000000000000000,20.000000000000000,2.000000000000000,57.000000000000000
55,7008,10,1126.000000000000000,106.000000000000000,POTRERO HILL,10,10,12,9,927.000000000000000,48.000000000000000,1078.000000000000000,17,3005,0.000000000000000,7008,119.000000000000000,1020.000000000000000,21.000000000000000,2.000000000000000,9.000000000000000
56,7009,23,1131.000000000000000,194.000000000000000,BAYVW/HTRSPT,10,10,12,9,609.000000000000000,46.000000000000000,1085.000000000000000,17,3010,16.000000000000000,7009,207.000000000000000,937.000000000000000,166.000000000000000,10.000000000000000,77.000000000000000
57,7011,8,1805.000000000000000,449.000000000000000,POTRERO HILL,10,10,12,9,522.000000000000000,128.000000000000000,1677.000000000000000,17,3009,112.000000000000000,7011,148.000000000000000,1356.000000000000000,633.000000000000000,14.000000000000000,248.000000000000000
58,7012,17,1458.000000000000000,152.000000000000000,POTRERO HILL,10,10,12,9,952.000000000000000,73.000000000000000,1385.000000000000000,17,3007,3.000000000000000,7012,269.000000000000000,1306.000000000000000,106.000000000000000,4.000000000000000,51.000000000000000
59,7013,22,630.000000000000000,44.000000000000000,POTRERO HILL,10,10,12,7,462.000000000000000,22.000000000000000,608.000000000000000,17,3011,11.000000000000000,7013,91.000000000000000,586.000000000000000,26.000000000000000,3.000000000000000,15.000000000000000
60,7014,69,904.000000000000000,88.000000000000000,POTRERO HILL,10,10,12,7,682.000000000000000,40.000000000000000,864.000000000000000,17,3037,3.000000000000000,7014,117.000000000000000,816.000000000000000,38.000000000000000,4.000000000000000,20.000000000000000
61,7015,80,17.000000000000000,9.000000000000000,BAYVW/HTRSPT,10,10,12,7,2.000000000000000,0.000000000000000,17.000000000000000,17,3012,0.000000000000000,7015,4.000000000000000,8.000000000000000,4.000000000000000,1.000000000000000,6.000000000000000
62,7016,48,1873.000000000000000,643.000000000000000,BAYVW/HTRSPT,10,10,12,7,302.000000000000000,70.000000000000000,1803.000000000000000,17,3013,18.000000000000000,7016,633.000000000000000,1230.000000000000000,453.000000000000000,13.000000000000000,384.000000000000000
63,7017,27,450.000000000000000,84.000000000000000,BAYVW/HTRSPT,10,10,12,7,70.000000000000000,22.000000000000000,428.000000000000000,17,3014,5.000000000000000,7017,89.000000000000000,366.000000000000000,219.000000000000000,0.000000000000000,45.000000000000000
64,7018,24,2095.000000000000000,264.000000000000000,BAYVW/HTRSPT,10,10,12,7,223.000000000000000,72.000000000000000,2023.000000000000000,17,3017,1.000000000000000,7018,1311.000000000000000,1831.000000000000000,349.000000000000000,3.000000000000000,136.000000000000000
65,7019,12,1593.000000000000000,267.000000000000000,BAYVW/HTRSPT,10,10,12,7,238.000000000000000,63.000000000000000,1530.000000000000000,17,3018,8.000000000000000,7019,684.000000000000000,1326.000000000000000,440.000000000000000,15.000000000000000,145.000000000000000
66,7021,10,1780.000000000000000,672.000000000000000,BAYVW/HTRSPT,10,10,12,7,344.000000000000000,77.000000000000000,1703.000000000000000,17,3019,14.000000000000000,7021,352.000000000000000,1108.000000000000000,599.000000000000000,12.000000000000000,382.000000000000000
67,7022,20,1865.000000000000000,547.000000000000000,BAYVW/HTRSPT,10,10,12,7,282.000000000000000,89.000000000000000,1776.000000000000000,17,3020,1.000000000000000,7022,365.000000000000000,1318.000000000000000,769.000000000000000,23.000000000000000,336.000000000000000
68,7023,18,1549.000000000000000,279.000000000000000,BAYVW/HTRSPT,10,10,12,7,183.000000000000000,48.000000000000000,1501.000000000000000,17,3022,5.000000000000000,7023,352.000000000000000,1270.000000000000000,798.000000000000000,10.000000000000000,153.000000000000000
69,7024,1,7.000000000000000,0.000000000000000,BAYVW/HTRSPT,10,10,12,7,2.000000000000000,3.000000000000000,4.000000000000000,17,3016,0.000000000000000,7024,0.000000000000000,7.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000
70,7025,35,793.000000000000000,135.000000000000000,BAYVW/HTRSPT,10,10,12,7,78.000000000000000,65.000000000000000,728.000000000000000,17,3015,75.000000000000000,7025,66.000000000000000,658.000000000000000,424.000000000000000,1.000000000000000,84.000000000000000
71,7026,14,2334.000000000000000,378.000000000000000,BAYVW/HTRSPT,10,10,12,7,245.000000000000000,58.000000000000000,2276.000000000000000,17,3023,0.000000000000000,7026,1608.000000000000000,1956.000000000000000,221.000000000000000,5.000000000000000,197.000000000000000
72,7027,13,1730.000000000000000,481.000000000000000,BAYVW/HTRSPT,10,10,12,7,205.000000000000000,81.000000000000000,1649.000000000000000,17,3024,6.000000000000000,7027,667.000000000000000,1249.000000000000000,445.000000000000000,20.000000000000000,306.000000000000000
73,7028,15,1641.000000000000000,656.000000000000000,BAYVW/HTRSPT,10,10,12,7,250.000000000000000,128.000000000000000,1513.000000000000000,17,3025,16.000000000000000,7028,229.000000000000000,985.000000000000000,611.000000000000000,25.000000000000000,382.000000000000000
74,7029,9,1663.000000000000000,305.000000000000000,BAYVW/HTRSPT,10,10,12,7,131.000000000000000,81.000000000000000,1582.000000000000000,17,3022,20.000000000000000,7029,143.000000000000000,1358.000000000000000,1098.000000000000000,14.000000000000000,176.000000000000000
75,7030,19,1773.000000000000000,211.000000000000000,BAYVW/HTRSPT,10,10,12,7,110.000000000000000,31.000000000000000,1742.000000000000000,17,3028,13.000000000000000,7030,1350.000000000000000,1562.000000000000000,123.000000000000000,15.000000000000000,131.000000000000000
76,7031,6,106.000000000000000,52.000000000000000,BAYVW/HTRSPT,10,10,12,7,20.000000000000000,2.000000000000000,104.000000000000000,17,3028,2.000000000000000,7031,27.000000000000000,54.000000000000000,23.000000000000000,0.000000000000000,32.000000000000000
77,7032,45,1549.000000000000000,546.000000000000000,BAYVW/HTRSPT,10,10,12,7,169.000000000000000,61.000000000000000,1488.000000000000000,17,3031,6.000000000000000,7032,344.000000000000000,1003.000000000000000,568.000000000000000,6.000000000000000,395.000000000000000
78,7033,14,1391.000000000000000,575.000000000000000,BAYVW/HTRSPT,10,10,12,7,138.000000000000000,104.000000000000000,1287.000000000000000,17,3032,36.000000000000000,7033,157.000000000000000,816.000000000000000,569.000000000000000,9.000000000000000,378.000000000000000
79,7034,8,1687.000000000000000,347.000000000000000,BAYVW/HTRSPT,10,10,12,7,126.000000000000000,139.000000000000000,1548.000000000000000,17,3027,240.000000000000000,7034,50.000000000000000,1340.000000000000000,932.000000000000000,11.000000000000000,189.000000000000000
80,7035,58,185.000000000000000,41.000000000000000,BAYVW/HTRSPT,10,10,12,7,9.000000000000000,17.000000000000000,168.000000000000000,17,3034,19.000000000000000,7035,11.000000000000000,144.000000000000000,106.000000000000000,1.000000000000000,22.000000000000000
81,7036,14,2156.000000000000000,674.000000000000000,VISITA VLY,10,10,12,8,238.000000000000000,118.000000000000000,2038.000000000000000,17,2011,38.000000000000000,7036,1097.000000000000000,1482.000000000000000,261.000000000000000,2.000000000000000,402.000000000000000
82,7037,4,1624.000000000000000,381.000000000000000,VISITA VLY,10,10,12,8,147.000000000000000,105.000000000000000,1519.000000000000000,17,2012,234.000000000000000,7037,222.000000000000000,1243.000000000000000,699.000000000000000,15.000000000000000,202.000000000000000
83,7038,16,2404.000000000000000,582.000000000000000,VISITA VLY,10,10,12,8,164.000000000000000,108.000000000000000,2296.000000000000000,17,2001,59.000000000000000,7038,1321.000000000000000,1822.000000000000000,358.000000000000000,12.000000000000000,382.000000000000000
84,7039,13,1465.000000000000000,311.000000000000000,VISITA VLY,10,10,12,8,267.000000000000000,45.000000000000000,1420.000000000000000,17,2006,0.000000000000000,7039,813.000000000000000,1154.000000000000000,173.000000000000000,4.000000000000000,163.000000000000000
85,7041,3,135.000000000000000,26.000000000000000,PORTOLA,10,10,12,9,17.000000000000000,4.000000000000000,131.000000000000000,17,2005,0.000000000000000,7041,78.000000000000000,109.000000000000000,14.000000000000000,0.000000000000000,22.000000000000000
86,7042,18,1219.000000000000000,325.000000000000000,VISITA VLY,10,10,12,7,226.000000000000000,43.000000000000000,1176.000000000000000,17,2005,2.000000000000000,7042,524.000000000000000,894.000000000000000,198.000000000000000,2.000000000000000,224.000000000000000
87,7043,64,1801.000000000000000,533.000000000000000,BAYVW/HTRSPT,10,10,12,7,213.000000000000000,124.000000000000000,1677.000000000000000,17,3029,2.000000000000000,7043,716.000000000000000,1268.000000000000000,421.000000000000000,20.000000000000000,305.000000000000000
88,7044,13,1646.000000000000000,460.000000000000000,BAYVW/HTRSPT,10,10,12,7,127.000000000000000,136.000000000000000,1510.000000000000000,17,3035,166.000000000000000,7044,200.000000000000000,1186.000000000000000,699.000000000000000,8.000000000000000,310.000000000000000
89,7045,11,1643.000000000000000,319.000000000000000,VISITA VLY,10,10,12,8,167.000000000000000,46.000000000000000,1597.000000000000000,17,2001,13.000000000000000,7045,1036.000000000000000,1324.000000000000000,159.000000000000000,6.000000000000000,216.000000000000000
90,7046,6,915.000000000000000,209.000000000000000,VISITA VLY,10,10,12,7,148.000000000000000,44.000000000000000,871.000000000000000,17,2007,19.000000000000000,7046,468.000000000000000,706.000000000000000,105.000000000000000,12.000000000000000,119.000000000000000
91,7047,14,1843.000000000000000,291.000000000000000,VISITA VLY,10,10,12,8,243.000000000000000,57.000000000000000,1786.000000000000000,17,2018,6.000000000000000,7047,1248.000000000000000,1552.000000000000000,129.000000000000000,7.000000000000000,153.000000000000000
92,7048,11,1946.000000000000000,437.000000000000000,VISITA VLY,10,10,12,8,154.000000000000000,121.000000000000000,1825.000000000000000,17,2014,72.000000000000000,7048,898.000000000000000,1509.000000000000000,425.000000000000000,22.000000000000000,254.000000000000000
93,7049,9,1867.000000000000000,297.000000000000000,VISITA VLY,10,10,12,8,190.000000000000000,77.000000000000000,1790.000000000000000,17,2016,25.000000000000000,7049,1317.000000000000000,1570.000000000000000,81.000000000000000,6.000000000000000,171.000000000000000
94,7051,12,2012.000000000000000,376.000000000000000,VISITA VLY,10,10,12,8,264.000000000000000,56.000000000000000,1956.000000000000000,17,2017,19.000000000000000,7051,1336.000000000000000,1636.000000000000000,115.000000000000000,15.000000000000000,207.000000000000000
95,7052,24,1710.000000000000000,208.000000000000000,BAYVW/HTRSPT,10,10,12,8,192.000000000000000,76.000000000000000,1634.000000000000000,17,2019,7.000000000000000,7052,1236.000000000000000,1502.000000000000000,101.000000000000000,11.000000000000000,87.000000000000000
96,7053,13,0.000000000000000,0.000000000000000,BAYVW/HTRSPT,10,10,12,7,0.000000000000000,0.000000000000000,0.000000000000000,17,3039,0.000000000000000,7053,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
97,7054,15,1616.000000000000000,633.000000000000000,BAYVW/HTRSPT,10,10,12,7,209.000000000000000,105.000000000000000,1511.000000000000000,17,3036,30.000000000000000,7054,398.000000000000000,983.000000000000000,418.000000000000000,6.000000000000000,450.000000000000000
98,7101,2,361.000000000000000,20.000000000000000,HAIGHT ASH,1,01,12,9,267.000000000000000,6.000000000000000,355.000000000000000,17,3101,1.000000000000000,7101,55.000000000000000,341.000000000000000,26.000000000000000,0.000000000000000,6.000000000000000
99,7201,14,1149.000000000000000,57.000000000000000,MAR/PAC HTS,2,02,12,8,947.000000000000000,49.000000000000000,1100.000000000000000,17,3205,2.000000000000000,7201,133.000000000000000,1092.000000000000000,6.000000000000000,1.000000000000000,11.000000000000000
100,7202,18,1201.000000000000000,61.000000000000000,MAR/PAC HTS,2,02,12,8,975.000000000000000,45.000000000000000,1156.000000000000000,17,3302,0.000000000000000,7202,167.000000000000000,1140.000000000000000,2.000000000000000,1.000000000000000,11.000000000000000
101,7203,6,1145.000000000000000,82.000000000000000,MAR/PAC HTS,2,02,12,8,963.000000000000000,32.000000000000000,1113.000000000000000,17,3229,2.000000000000000,7203,113.000000000000000,1063.000000000000000,15.000000000000000,3.000000000000000,17.000000000000000
102,7204,9,1196.000000000000000,56.000000000000000,MAR/PAC HTS,2,02,12,8,1004.000000000000000,41.000000000000000,1155.000000000000000,17,3221,0.000000000000000,7204,131.000000000000000,1140.000000000000000,9.000000000000000,2.000000000000000,9.000000000000000
103,7205,6,1150.000000000000000,56.000000000000000,MAR/PAC HTS,2,02,12,8,1014.000000000000000,23.000000000000000,1127.000000000000000,17,3306,2.000000000000000,7205,89.000000000000000,1094.000000000000000,13.000000000000000,2.000000000000000,7.000000000000000
104,7206,4,504.000000000000000,33.000000000000000,MAR/PAC HTS,2,02,12,9,357.000000000000000,21.000000000000000,483.000000000000000,17,3502,1.000000000000000,7206,97.000000000000000,471.000000000000000,25.000000000000000,1.000000000000000,2.000000000000000
105,7207,5,952.000000000000000,74.000000000000000,MAR/PAC HTS,2,02,12,9,639.000000000000000,39.000000000000000,913.000000000000000,17,3504,2.000000000000000,7207,223.000000000000000,878.000000000000000,35.000000000000000,1.000000000000000,13.000000000000000
106,7208,6,997.000000000000000,58.000000000000000,MAR/PAC HTS,2,02,12,9,602.000000000000000,58.000000000000000,939.000000000000000,17,3243,2.000000000000000,7208,282.000000000000000,939.000000000000000,34.000000000000000,5.000000000000000,14.000000000000000
107,7209,9,718.000000000000000,31.000000000000000,MAR/PAC HTS,2,02,12,9,491.000000000000000,14.000000000000000,704.000000000000000,17,3242,1.000000000000000,7209,188.000000000000000,687.000000000000000,14.000000000000000,2.000000000000000,8.000000000000000
108,7301,24,2017.000000000000000,186.000000000000000,N EMBRCDRO,3,03,12,8,753.000000000000000,84.000000000000000,1933.000000000000000,17,3301,20.000000000000000,7301,850.000000000000000,1831.000000000000000,222.000000000000000,4.000000000000000,84.000000000000000
109,7302,17,969.000000000000000,42.000000000000000,N EMBRCDRO,3,03,12,8,675.000000000000000,22.000000000000000,947.000000000000000,17,3305,2.000000000000000,7302,232.000000000000000,927.000000000000000,22.000000000000000,2.000000000000000,14.000000000000000
110,7303,12,1543.000000000000000,83.000000000000000,CHINA,3,03,12,8,903.000000000000000,46.000000000000000,1497.000000000000000,17,3302,3.000000000000000,7303,545.000000000000000,1460.000000000000000,22.000000000000000,3.000000000000000,21.000000000000000
111,7304,8,1397.000000000000000,62.000000000000000,N EMBRCDRO,3,03,12,8,848.000000000000000,67.000000000000000,1330.000000000000000,17,3303,0.000000000000000,7304,440.000000000000000,1335.000000000000000,19.000000000000000,4.000000000000000,19.000000000000000
112,7305,11,1173.000000000000000,77.000000000000000,N EMBRCDRO,3,03,12,8,923.000000000000000,52.000000000000000,1121.000000000000000,17,3304,1.000000000000000,7305,172.000000000000000,1096.000000000000000,11.000000000000000,0.000000000000000,14.000000000000000
113,7306,10,1573.000000000000000,85.000000000000000,CHINA,3,03,12,8,832.000000000000000,37.000000000000000,1536.000000000000000,17,3307,2.000000000000000,7306,662.000000000000000,1488.000000000000000,8.000000000000000,1.000000000000000,31.000000000000000
114,7307,10,1200.000000000000000,60.000000000000000,N EMBRCDRO,3,03,12,8,657.000000000000000,26.000000000000000,1174.000000000000000,17,3308,2.000000000000000,7307,490.000000000000000,1140.000000000000000,11.000000000000000,0.000000000000000,14.000000000000000
115,7308,11,920.000000000000000,47.000000000000000,N EMBRCDRO,3,03,12,8,735.000000000000000,24.000000000000000,896.000000000000000,17,3309,5.000000000000000,7308,143.000000000000000,873.000000000000000,8.000000000000000,1.000000000000000,4.000000000000000
116,7309,4,1096.000000000000000,74.000000000000000,CHINA,3,03,12,8,888.000000000000000,37.000000000000000,1059.000000000000000,17,3312,1.000000000000000,7309,140.000000000000000,1022.000000000000000,8.000000000000000,0.000000000000000,22.000000000000000
117,7311,8,1173.000000000000000,65.000000000000000,CHINA,3,03,12,8,876.000000000000000,35.000000000000000,1138.000000000000000,17,3313,0.000000000000000,7311,236.000000000000000,1108.000000000000000,4.000000000000000,4.000000000000000,18.000000000000000
118,7312,8,1073.000000000000000,34.000000000000000,CHINA,3,03,12,8,791.000000000000000,17.000000000000000,1056.000000000000000,17,3315,0.000000000000000,7312,233.000000000000000,1039.000000000000000,16.000000000000000,2.000000000000000,14.000000000000000
119,7313,9,1659.000000000000000,52.000000000000000,CHINA,3,03,12,8,627.000000000000000,52.000000000000000,1607.000000000000000,17,3316,0.000000000000000,7313,953.000000000000000,1607.000000000000000,12.000000000000000,2.000000000000000,13.000000000000000
120,7314,8,2412.000000000000000,75.000000000000000,CHINA,3,03,12,8,281.000000000000000,26.000000000000000,2386.000000000000000,17,3317,1.000000000000000,7314,2045.000000000000000,2337.000000000000000,19.000000000000000,7.000000000000000,33.000000000000000
121,7315,11,1299.000000000000000,48.000000000000000,CHINA,3,03,12,8,545.000000000000000,41.000000000000000,1258.000000000000000,17,3318,1.000000000000000,7315,680.000000000000000,1251.000000000000000,14.000000000000000,3.000000000000000,15.000000000000000
122,7316,11,1587.000000000000000,123.000000000000000,CHINA,3,03,12,8,583.000000000000000,48.000000000000000,1539.000000000000000,17,3319,0.000000000000000,7316,892.000000000000000,1464.000000000000000,20.000000000000000,2.000000000000000,42.000000000000000
123,7317,26,1511.000000000000000,116.000000000000000,N EMBRCDRO,3,03,12,8,816.000000000000000,42.000000000000000,1469.000000000000000,17,3311,0.000000000000000,7317,576.000000000000000,1395.000000000000000,31.000000000000000,1.000000000000000,45.000000000000000
124,7318,7,1120.000000000000000,61.000000000000000,CHINA,3,03,12,8,605.000000000000000,29.000000000000000,1091.000000000000000,17,3314,0.000000000000000,7318,453.000000000000000,1059.000000000000000,15.000000000000000,1.000000000000000,17.000000000000000
125,7319,13,1528.000000000000000,94.000000000000000,CHINA,3,03,12,9,808.000000000000000,47.000000000000000,1481.000000000000000,17,3322,2.000000000000000,7319,605.000000000000000,1434.000000000000000,29.000000000000000,3.000000000000000,34.000000000000000
126,7321,8,1390.000000000000000,36.000000000000000,CHINA,3,03,12,8,297.000000000000000,22.000000000000000,1368.000000000000000,17,3326,0.000000000000000,7321,1042.000000000000000,1354.000000000000000,20.000000000000000,0.000000000000000,9.000000000000000
127,7322,8,2499.000000000000000,72.000000000000000,CHINA,3,03,12,8,71.000000000000000,37.000000000000000,2462.000000000000000,17,3326,2.000000000000000,7322,2264.000000000000000,2427.000000000000000,93.000000000000000,2.000000000000000,30.000000000000000
128,7323,8,1477.000000000000000,93.000000000000000,CHINA,3,03,12,9,610.000000000000000,42.000000000000000,1435.000000000000000,17,3331,1.000000000000000,7323,769.000000000000000,1384.000000000000000,20.000000000000000,2.000000000000000,33.000000000000000
129,7324,3,1231.000000000000000,38.000000000000000,CHINA,3,03,12,9,451.000000000000000,36.000000000000000,1195.000000000000000,17,3323,0.000000000000000,7324,712.000000000000000,1193.000000000000000,19.000000000000000,0.000000000000000,13.000000000000000
130,7325,5,1466.000000000000000,62.000000000000000,CHINA,3,03,12,8,655.000000000000000,37.000000000000000,1429.000000000000000,17,3324,0.000000000000000,7325,742.000000000000000,1404.000000000000000,11.000000000000000,1.000000000000000,20.000000000000000
131,7326,6,1674.000000000000000,62.000000000000000,CHINA,3,03,12,8,609.000000000000000,50.000000000000000,1624.000000000000000,17,3325,3.000000000000000,7326,985.000000000000000,1612.000000000000000,14.000000000000000,2.000000000000000,11.000000000000000
132,7327,9,2162.000000000000000,14.000000000000000,CHINA,3,03,12,8,84.000000000000000,11.000000000000000,2151.000000000000000,17,3336,1.000000000000000,7327,2058.000000000000000,2148.000000000000000,5.000000000000000,1.000000000000000,2.000000000000000
133,7328,17,2641.000000000000000,69.000000000000000,CVC CTR/DWTN,3,03,12,8,208.000000000000000,49.000000000000000,2592.000000000000000,17,3337,1.000000000000000,7328,2303.000000000000000,2572.000000000000000,68.000000000000000,1.000000000000000,11.000000000000000
134,7329,46,995.000000000000000,72.000000000000000,CVC CTR/DWTN,3,03,12,8,376.000000000000000,14.000000000000000,981.000000000000000,17,3328,0.000000000000000,7329,547.000000000000000,923.000000000000000,18.000000000000000,0.000000000000000,40.000000000000000
135,7331,25,1550.000000000000000,79.000000000000000,N EMBRCDRO,3,03,12,8,1101.000000000000000,36.000000000000000,1514.000000000000000,17,3329,2.000000000000000,7331,362.000000000000000,1471.000000000000000,28.000000000000000,3.000000000000000,18.000000000000000
136,7332,6,1236.000000000000000,115.000000000000000,CVC CTR/DWTN,3,03,12,9,713.000000000000000,44.000000000000000,1192.000000000000000,17,3338,7.000000000000000,7332,393.000000000000000,1121.000000000000000,48.000000000000000,3.000000000000000,28.000000000000000
137,7333,4,1556.000000000000000,78.000000000000000,CHINA,3,03,12,9,788.000000000000000,59.000000000000000,1497.000000000000000,17,3333,1.000000000000000,7333,657.000000000000000,1478.000000000000000,29.000000000000000,1.000000000000000,21.000000000000000
138,7334,3,1396.000000000000000,160.000000000000000,CVC CTR/DWTN,3,03,12,9,760.000000000000000,45.000000000000000,1351.000000000000000,17,3332,1.000000000000000,7334,507.000000000000000,1236.000000000000000,28.000000000000000,6.000000000000000,49.000000000000000
139,7335,4,1304.000000000000000,107.000000000000000,CVC CTR/DWTN,3,03,12,9,902.000000000000000,38.000000000000000,1266.000000000000000,17,3333,2.000000000000000,7335,310.000000000000000,1197.000000000000000,20.000000000000000,4.000000000000000,28.000000000000000
140,7336,6,1336.000000000000000,121.000000000000000,CVC CTR/DWTN,3,03,12,9,961.000000000000000,61.000000000000000,1275.000000000000000,17,3343,7.000000000000000,7336,244.000000000000000,1215.000000000000000,20.000000000000000,1.000000000000000,42.000000000000000
141,7337,12,1626.000000000000000,60.000000000000000,CVC CTR/DWTN,3,03,12,9,696.000000000000000,39.000000000000000,1587.000000000000000,17,3335,2.000000000000000,7337,841.000000000000000,1566.000000000000000,21.000000000000000,0.000000000000000,27.000000000000000
142,7338,8,1942.000000000000000,44.000000000000000,CVC CTR/DWTN,3,03,12,8,384.000000000000000,25.000000000000000,1917.000000000000000,17,3344,0.000000000000000,7338,1495.000000000000000,1898.000000000000000,18.000000000000000,1.000000000000000,19.000000000000000
143,7339,10,1086.000000000000000,148.000000000000000,CVC CTR/DWTN,3,03,12,9,503.000000000000000,46.000000000000000,1040.000000000000000,17,3338,1.000000000000000,7339,391.000000000000000,938.000000000000000,59.000000000000000,14.000000000000000,72.000000000000000
144,7341,4,1358.000000000000000,191.000000000000000,CVC CTR/DWTN,3,03,12,9,774.000000000000000,75.000000000000000,1283.000000000000000,17,3339,0.000000000000000,7341,357.000000000000000,1167.000000000000000,49.000000000000000,11.000000000000000,92.000000000000000
145,7342,3,1537.000000000000000,152.000000000000000,CVC CTR/DWTN,3,03,12,9,907.000000000000000,69.000000000000000,1468.000000000000000,17,3342,7.000000000000000,7342,414.000000000000000,1385.000000000000000,73.000000000000000,12.000000000000000,55.000000000000000
146,7343,2,1484.000000000000000,213.000000000000000,CVC CTR/DWTN,3,03,12,9,875.000000000000000,104.000000000000000,1380.000000000000000,17,3345,5.000000000000000,7343,324.000000000000000,1271.000000000000000,68.000000000000000,10.000000000000000,98.000000000000000
147,7344,6,1883.000000000000000,190.000000000000000,CVC CTR/DWTN,3,03,12,9,1123.000000000000000,89.000000000000000,1794.000000000000000,17,3351,1.000000000000000,7344,538.000000000000000,1693.000000000000000,68.000000000000000,7.000000000000000,57.000000000000000
148,7345,3,1760.000000000000000,212.000000000000000,CVC CTR/DWTN,3,03,12,9,1113.000000000000000,84.000000000000000,1676.000000000000000,17,3346,3.000000000000000,7345,414.000000000000000,1548.000000000000000,69.000000000000000,12.000000000000000,65.000000000000000
149,7346,4,1820.000000000000000,290.000000000000000,CVC CTR/DWTN,3,03,12,9,863.000000000000000,119.000000000000000,1701.000000000000000,17,3349,4.000000000000000,7346,632.000000000000000,1530.000000000000000,76.000000000000000,10.000000000000000,116.000000000000000
150,7347,4,2419.000000000000000,284.000000000000000,CVC CTR/DWTN,3,03,12,9,1308.000000000000000,128.000000000000000,2291.000000000000000,17,3603,3.000000000000000,7347,732.000000000000000,2135.000000000000000,124.000000000000000,27.000000000000000,97.000000000000000
